No,Type,Vol_Issue,Published,Title,Authors,Pages,DOI,Paper_Link
91,Dataset,Early Access,2026,Moment-Reenacting: Inverse Motion Degradation With Cross-Shutter Guidance,"Xiang Ji, Guixu Lin, Zhengwei Yin, Jiancheng Zhao, Yinqiang Zheng",1-18,10.1109/tpami.2026.3696458,https://doi.org/10.1109/tpami.2026.3696458
92,Dataset,48(10),2026-10,CoDA: Color Distribution Probing for Efficient and Generalizable AI-Generated Image Detection,"Zexi Jia, Zhiqiang Yuan, Xiaoyue Duan, Jinchao Zhang, Jie Zhou, Anil K. Jain",12100-12115,10.1109/tpami.2026.3696399,https://doi.org/10.1109/tpami.2026.3696399
93,Dataset,48(10),2026-10,Ego-R1: Agentic Chain-of-Tool-Thought for Ultra-Long Egocentric Video Reasoning,"Shulin Tian, Ruiqi Wang, Hongming Guo, Penghao Wu, Yuhao Dong, Xiuying Wang, Jingkang Yang, Hao Zhang, Hongyuan Zhu, Ziwei Liu",12116-12131,10.1109/tpami.2026.3697367,https://doi.org/10.1109/tpami.2026.3697367
94,Dataset,48(10),2026-10,High-Quality Entity Segmentation and Grounding,"Lu Qi, Yi-Wen Chen, Tao Zhang, Xiangtai Li, Xu Yang, Bo Du, Ming-Hsuan Yang",12132-12149,10.1109/tpami.2026.3698232,https://doi.org/10.1109/tpami.2026.3698232
95,Dataset,48(10),2026-10,"AeroVerse: UAV-Agent Benchmark Suite for Simulating, Pre-Training, Finetuning, and Evaluating Aerospace Embodied Foundation Models","Fanglong Yao, Yuanchang Yue, Youzhi Liu, Zhigang Wang, Lei Jin, Bin Zhao, Jian Zhao, Xian Sun, Kun Fu",12301-12318,10.1109/tpami.2026.3697634,https://doi.org/10.1109/tpami.2026.3697634
96,Dataset,48(10),2026-10,Person-in-WiFi 3D: Unified Model for 3D WiFi Perception,"Bo Qian, Xing Wei, Kangwei Yan, Han Ding, Jinsong Han, Fei Wang",12713-12727,10.1109/tpami.2026.3701032,https://doi.org/10.1109/tpami.2026.3701032
97,Dataset,48(10),2026-10,Dataset Pruning: Reducing Training Data by Examining SGD-Influence,"Shuo Yang, Yucheng Huang, Zeke Xie, Ping Li, Min Xu, Liqiang Nie",12836-12850,10.1109/tpami.2026.3703395,https://doi.org/10.1109/tpami.2026.3703395
98,Dataset,Early Access,2026,"A Survey of Direct Preference Optimization: Datasets, Theories, Variants, and Applications","Wenyi Xiao, Zechuan Wang, Leilei Gan, Shuai Zhao, Zongyue Li, Ruirui Lei, Wanggui He, Luu Anh Tuan, Long Chan, Hao Jiang, Zhou Zhao, Fei Wu",1-20,10.1109/tpami.2026.3704314,https://doi.org/10.1109/tpami.2026.3704314
99,Dataset,48(10),2026-10,XOV-Action: Toward Generalizable Open-Vocabulary Action Recognition,"Kun-Yu Lin, Henghui Ding, Jia-Run Du, Jiaming Zhou, Yi-Xing Peng, Yu-Ming Tang, Zhilin Zhao, Chen Change Loy, Wei-Shi Zheng",13026-13043,10.1109/tpami.2026.3704589,https://doi.org/10.1109/tpami.2026.3704589
100,Dataset,Early Access,2026,Improving Viewpoint Robustness for Visual Recognition via Adversarial Training,"Shouwei Ruan, Yinpeng Dong, Hang Su, Ning Chen, Haibin Duan, Xingxing Wei",1-16,10.1109/tpami.2026.3705256,https://doi.org/10.1109/tpami.2026.3705256
101,Dataset,Early Access,2026,Relation DETR+: Exploring Explicit Position Relation Prior for Dense Prediction,"Xiuquan Hou, Meiqin Liu, Shaoyi Du, Zhen Fan",1-18,10.1109/tpami.2026.3708265,https://doi.org/10.1109/tpami.2026.3708265
102,Dataset,Early Access,2026,Benchmarking the Robustness of Autonomous Driving to Environmental Illusions: A Lane Perception Perspective,"Tianyuan Zhang, Xianglong Liu, Aishan Liu, Lu Wang, Yitong Zhang, Peng Yue, Mingchuan Zhang, Siyuan Liang, Dacheng Tao",1-18,10.1109/tpami.2026.3710189,https://doi.org/10.1109/tpami.2026.3710189
103,Dataset,Early Access,2026,AdaptCMVC++: Robust and Flexible Adaptation to Incremental Views in Continual Multi-view Clustering,"Jing Wang, Songhe Feng, Jiacheng Li, Kristoffer K. Wickstrom, Michael Kampffmeyer",1-17,10.1109/tpami.2026.3713048,https://doi.org/10.1109/tpami.2026.3713048
104,Dataset,Early Access,2026,Generative Retrieval for Unsupervised Text-Based Person Search,"Mang Ye, Yucheng Ji, Yang Bai, Min Cao, Siyuan Chai, Bo Du, Min Zhang",1-17,10.1109/tpami.2026.3713379,https://doi.org/10.1109/tpami.2026.3713379
105,Dataset,Early Access,2026,Sa2VA: Marrying SAM2 with MLLM for Dense Grounded Understanding of Images and Videos,"Haobo Yuan, Xiangtai Li, Tao Zhang, Yueyi Sun, Zilong Huang, Shilin Xu, Shunping Ji, Yunhai Tong, Lu Qi, Jiashi Feng, Ming-Hsuan Yang",1-14,10.1109/tpami.2026.3720379,https://doi.org/10.1109/tpami.2026.3720379
106,Dataset,Early Access,2026,Universal Representation for Real-World Misaligned Infrared-Visible Image Fusion,"Jinyuan Liu, Zengxi Zhang, Jiahao Zhang, Zhiying Jiang, Long Ma, Xin Fan, Risheng Liu",1-18,10.1109/tpami.2026.3720312,https://doi.org/10.1109/tpami.2026.3720312
107,Dataset,Early Access,2026,Toward Reliable Homography Estimation under Adverse Degradations: An Optimization-Driven Approach,"Risheng Liu, Jiahao Zhang, Zengxi Zhang, Zhu Liu",1-18,10.1109/tpami.2026.3720245,https://doi.org/10.1109/tpami.2026.3720245
108,Dataset,Early Access,2026,"Bridging the Gap in Exam Handwritten Text Recognition: Dataset, Benchmark, and Modeling","Runrui Li, Lin Zhu, Hua Huang",1-18,10.1109/tpami.2026.3721731,https://doi.org/10.1109/tpami.2026.3721731
109,Dataset,Early Access,2026,PRIMEdit: Probability Redistribution for Instance-Aware Multi-Object Video Editing With a New Benchmark Dataset,"Samuel Teodoro, Agus Gunawan, Soo Ye Kim, Jihyong Oh, Munchurl Kim",1-18,10.1109/tpami.2026.3722239,https://doi.org/10.1109/tpami.2026.3722239
110,Dataset,Early Access,2026,Generalizable and Slim Affordance Reasoning for Task-oriented Manipulation,"Xiaomeng Zhu, Yuyang Li, Leiyao Cui, Pengfei Li, Huan-ang Gao, Yixin Zhu, Hao Zhao",1-18,10.1109/tpami.2026.3722040,https://doi.org/10.1109/tpami.2026.3722040
111,Dataset,Early Access,2026,Text2Loc++: Generalizing 3D Point Cloud Localization from Natural Language,"Yan Xia, Letian Shi, Yilin Di, Joao F. Henriques, Daniel Cremers",1-18,10.1109/tpami.2026.3723656,https://doi.org/10.1109/tpami.2026.3723656
112,Dataset,Early Access,2026,AnimateAnyMesh++: A Flexible Feed-Forward Framework for High-Fidelity Text-Driven Mesh Animation,"Zijie Wu, Chaohui Yu, Fan Wang, Xiang Bai",1-16,10.1109/tpami.2026.3724593,https://doi.org/10.1109/tpami.2026.3724593
113,Dataset,Early Access,2026,Active Domain Adaptation Under Concept Shift,"Zikang Zhu, Yiyan Huang, Xing Yan",1-15,10.1109/tpami.2026.3724718,https://doi.org/10.1109/tpami.2026.3724718
114,Dataset,Early Access,2026,"Exposition on Over-squashing Problem of GNNs: Current Methods, Benchmarks and Challenges","Dai Shi, Andi Han, Lequan Lin, Yi Guo, Junbin Gao",1-20,10.1109/tpami.2026.3725957,https://doi.org/10.1109/tpami.2026.3725957
115,Dataset,Early Access,2026,Flexible Motion Stylization via Multi-modality Latent Diffusion Model,"Wenfeng Song, Xingliang Jin, Shuai Li, Aimin Hao, Xia Hou",1-18,10.1109/tpami.2026.3722736,https://doi.org/10.1109/tpami.2026.3722736
116,Dataset,Early Access,2026,KaleidoEye: A Large-scale Dataset and Benchmark for Slippage Robust Gaze Tracking in HMDs,"Yingxi Li, Xiaowei Bai, Liang Xie, Hao Su, Zhuoru Li, Feitian Zhang, Ye Yan, Erwei Yin",1-18,10.1109/tpami.2026.3729429,https://doi.org/10.1109/tpami.2026.3729429
117,Dataset,Early Access,2026,Pose-Star++: Semantic–Visual Understanding for Fine-Grained Fashion Image Editing,"Yuran Dong, Bo Du, Mang Ye",1-17,10.1109/tpami.2026.3728835,https://doi.org/10.1109/tpami.2026.3728835
118,Dataset,Early Access,2026,Event-based Optical Flow Using Spatio-temporal Registration,"Zhichao Li, Arren Glover, Lorenzo Natale, Chiara Bartolozzi",1-16,10.1109/tpami.2026.3729469,https://doi.org/10.1109/tpami.2026.3729469
119,Dataset,Early Access,2026,Cross-Domain Multi-Person Human Activity Recognition via Near-Field Wi-Fi Sensing,"Xin Li, Jingzhi Hu, Yinghui He, Hongbo Wang, Jin Gan, Jun Luo",1-15,10.1109/tpami.2026.3729614,https://doi.org/10.1109/tpami.2026.3729614
120,Dataset,Early Access,2026,Lingshu: Generalist Foundation Model for Unified Multimodal Medical Understanding and Reasoning,"Weiwen Xu, Hou Pong Chan, Long Li, Mahani Aljunied, Ruifeng Yuan, Jianyu Wang, Chenghao Xiao, Guizhen Chen, Chaoqun Liu, Zhaodonghui Li, Yu Sun, Junao Shen, Chaojun Wang, Can Hu, Siwei Pan, Jie Tan, Tingyang Xu, Deli Zhao, Hao Zhang, Yu Rong",1-18,10.1109/tpami.2026.3730310,https://doi.org/10.1109/tpami.2026.3730310
121,Dataset,Early Access,2026,Optimal Transport-based Difficulty-aware Contribution Allocation for Dataset Distillation,"Xiao Cui, Yulei Qin, Mo Zhu, Wengang Zhou, Yu Zhu, Hongsheng Li, Ming-Hsuan Yang, Houqiang Li",1-18,10.1109/tpami.2026.3730301,https://doi.org/10.1109/tpami.2026.3730301
122,Dataset,Early Access,2026,RefMover: Diffusion-Based Single Image Reflection Removal With Language and Region Guidance,"Zifeng Wang, Yuchen Hong, Tianyi Xu, Haofeng Zhong, Shuchen Weng, Jinxiu Liang, Boxin Shi",1-14,10.1109/tpami.2026.3731103,https://doi.org/10.1109/tpami.2026.3731103
123,Dataset,Early Access,2026,Discriminately Treating Motion Components Evolves Joint Depth and Ego-Motion Learning,"Mengtan Zhang, Zizhan Guo, Hongbo Zhao, Yi Feng, Zuyi Xiong, Yue Wang, Shaoyi Du, Hanli Wang, Rui Fan",1-18,10.1109/tpami.2026.3732069,https://doi.org/10.1109/tpami.2026.3732069
124,Dataset,Early Access,2026,CertDW: Towards Certified Dataset Ownership Verification via Conformal Calibration,"Ting Qiao, Yiming Li, Jianbin Li, Yingjia Wang, Leyi Qi, Junfeng Guo, Ruili Feng, Dacheng Tao",1-18,10.1109/tpami.2026.3733501,https://doi.org/10.1109/tpami.2026.3733501
125,Dataset,Early Access,2026,SAM2 on a Diet: Unlocking Massive Potential With Minimal Data for Semi-Supervised Video Camouflaged Object Detection,"Zhenni Yu, Guobao Xiao, Xiaoqin Zhang, Lianghua He",1-18,10.1109/tpami.2026.3734688,https://doi.org/10.1109/tpami.2026.3734688
126,Method,48(9),2026-9,Consistency-Aware Anchor Pyramid Network for Crowd Localization,"Xinyan Liu, Guorong Li, Yuankai Qi, Zhenjun Han, Anton van den Hengel, Nicu Sebe, Ming-Hsuan Yang, Qingming Huang",10192-10206,10.1109/tpami.2024.3392013,https://doi.org/10.1109/tpami.2024.3392013
127,Method,48(4),2026-4,LFSRM: Few-Shot Diagram-Sentence Matching via Local-Feedback Self-Regulating Memory,"Lingling Zhang, Wenjun Wu, Jun Liu, Xiaojun Chang, Xin Hu, Xuan Luo, Yaqiang Wu, Qinghua Zheng",3939-3951,10.1109/tpami.2025.3528723,https://doi.org/10.1109/tpami.2025.3528723
128,Method,48(6),2026-6,Social Reasoning-Aware Trajectory Prediction via Multimodal Language Model,"Inhwan Bae, Junoh Lee, Hae-Gon Jeon",6035-6052,10.1109/tpami.2025.3582000,https://doi.org/10.1109/tpami.2025.3582000
129,Method,48(2),2026-2,DXA-Net: Dual-Task Cross-Lingual Alignment Network for Zero-Shot Cross-Lingual Spoken Language Understanding,"Bowen Xing, Libo Qin, Zhihong Zhu, Zhou Yu, Ivor W. Tsang",1052-1062,10.1109/tpami.2025.3597726,https://doi.org/10.1109/tpami.2025.3597726
130,Method,48(10),2026-10,Learned Off-Aperture Encoding for Wide Field-of-View RGBD Imaging,"Haoyu Wei, Xin Liu, Yuhui Liu, Qiang Fu, Wolfgang Heidrich, Edmund Y. Lam, Yifan Peng",11249-11260,10.1109/tpami.2025.3598340,https://doi.org/10.1109/tpami.2025.3598340
131,Method,48(1),2026-1,Enhanced Computational Complexity in Continuous-Depth Models: Neural Ordinary Differential Equations With Trainable Numerical Schemes,"Said Ouala, Laurent Debreu, Bertrand Chapron, Fabrice Collard, Lucile Gaultier, Ronan Fablet",1045-1051,10.1109/tpami.2025.3599629,https://doi.org/10.1109/tpami.2025.3599629
132,Method,48(1),2026-1,Unsupervised Gaze Representation Learning by Switching Features,"Yunjia Sun, Jiabei Zeng, Shiguang Shan, Xilin Chen",62-78,10.1109/tpami.2025.3600680,https://doi.org/10.1109/tpami.2025.3600680
133,Method,48(1),2026-1,Foundation Model for Skeleton-Based Human Action Understanding,"Hongsong Wang, Wanjiang Weng, Junbo Wang, Fang Zhao, Guo-Sen Xie, Xin Geng, Liang Wang",47-61,10.1109/tpami.2025.3600658,https://doi.org/10.1109/tpami.2025.3600658
134,Method,48(1),2026-1,Communication-Efficient Federated Multi-View Clustering,"Jiyuan Liu, Xinwang Liu, Siqi Wang, Xinhang Wan, Dongsheng Li, Kai Lu, Kunlun He",17-32,10.1109/tpami.2025.3601533,https://doi.org/10.1109/tpami.2025.3601533
135,Method,48(1),2026-1,SparseTSF: Lightweight and Robust Time Series Forecasting via Sparse Modeling,"Shengsheng Lin, Weiwei Lin, Wentai Wu, Haojun Chen, C. L. Philip Chen",170-183,10.1109/tpami.2025.3602445,https://doi.org/10.1109/tpami.2025.3602445
136,Method,48(1),2026-1,Active Learning for Multiple Target Models,"Sheng-Jun Huang, Yi Li, Ying-Peng Tang",140-154,10.1109/tpami.2025.3602682,https://doi.org/10.1109/tpami.2025.3602682
137,Method,48(1),2026-1,I-Filtering: Implicit Filtering for Learning Neural Distance Functions From 3D Point Clouds,"Shengtao Li, Yudong Liu, Ge Gao, Ming Gu, Yu-Shen Liu",109-126,10.1109/tpami.2025.3602830,https://doi.org/10.1109/tpami.2025.3602830
138,Method,48(1),2026-1,Graph-Oriented Instruction Tuning of Large Language Models for Generic Graph Mining,"Yanchao Tan, Hang Lv, Pengxiang Zhan, Shiping Wang, Carl Yang",155-169,10.1109/tpami.2025.3603062,https://doi.org/10.1109/tpami.2025.3603062
139,Method,48(1),2026-1,Compositional Generative Model of Unbounded 4D Cities,"Haozhe Xie, Zhaoxi Chen, Fangzhou Hong, Ziwei Liu",312-328,10.1109/tpami.2025.3603078,https://doi.org/10.1109/tpami.2025.3603078
140,Method,48(1),2026-1,Hierarchical Spherical CNNs With Lifting-Based Adaptive Wavelets for Pooling and Unpooling,"Mingxing Xu, Chenglin Li, Wenrui Dai, Siheng Chen, Junni Zou, Pascal Frossard, Hongkai Xiong",251-269,10.1109/tpami.2025.3603601,https://doi.org/10.1109/tpami.2025.3603601
141,Method,48(1),2026-1,Efficient High-Order Spatial Interactions for Visual Perception,"Zuyan Liu, Yongming Rao, Wenliang Zhao, Jie Zhou, Jiwen Lu",33-46,10.1109/tpami.2025.3603181,https://doi.org/10.1109/tpami.2025.3603181
142,Method,48(1),2026-1,Partial Multiview Incomplete Multilabel Learning via Uncertainty-Driven Reliable Dynamic Fusion,"Jie Wen, Jiang Long, Xiaohuan Lu, Chengliang Liu, Xiaozhao Fang, Yong Xu",236-250,10.1109/tpami.2025.3603677,https://doi.org/10.1109/tpami.2025.3603677
143,Method,48(1),2026-1,Weakly and Self-Supervised Class-Agnostic Motion Prediction for Autonomous Driving,"Ruibo Li, Hanyu Shi, Zhe Wang, Guosheng Lin",1-16,10.1109/tpami.2025.3604036,https://doi.org/10.1109/tpami.2025.3604036
144,Method,48(1),2026-1,Bidirectional Beta-Tuned Diffusion Model,"Tianyi Zheng, Jiayang Zou, Peng-Tao Jiang, Hao Zhang, Jinwei Chen, Jia Wang, Bo Li",359-373,10.1109/tpami.2025.3604039,https://doi.org/10.1109/tpami.2025.3604039
145,Method,48(1),2026-1,Structure-Induced Gradient Regulation for Generalizable Vision-Language Models,"Juncheng Li, Minghe Gao, Siliang Tang, Longhui Wei, Jun Xiao, Fei Wu, Richang Hong, Meng Wang, Qi Tian",219-235,10.1109/tpami.2025.3604454,https://doi.org/10.1109/tpami.2025.3604454
146,Method,48(1),2026-1,An End-to-End Depth-Based Pipeline for Selfie Image Rectification,"Ahmed Alhawwary, Janne Mustaniemi, Phong Nguyen-Ha, Janne Heikkilä",79-91,10.1109/tpami.2025.3604574,https://doi.org/10.1109/tpami.2025.3604574
147,Method,48(1),2026-1,MovieChat+: Question-Aware Sparse Memory for Long Video Question Answering,"Enxin Song, Wenhao Chai, Tian Ye, Jenq-Neng Hwang, Xi Li, Gaoang Wang",374-389,10.1109/tpami.2025.3604614,https://doi.org/10.1109/tpami.2025.3604614
148,Method,48(1),2026-1,PRANCE: Joint Token-Optimization and Structural Channel-Pruning for Adaptive ViT Inference,"Ye Li, Chen Tang, Yuan Meng, Jiajun Fan, Zenghao Chai, Xinzhu Ma, Zhi Wang, Wenwu Zhu",283-298,10.1109/tpami.2025.3605239,https://doi.org/10.1109/tpami.2025.3605239
149,Method,48(1),2026-1,PMGT-VR: A Decentralized Proximal-Gradient Algorithmic Framework With Variance Reduction,"Haishan Ye, Wei Xiong, Tong Zhang",408-420,10.1109/tpami.2025.3606874,https://doi.org/10.1109/tpami.2025.3606874
150,Method,48(1),2026-1,Improving Generalized Visual Grounding With Instance-Aware Joint Learning,"Ming Dai, Wenxuan Cheng, Jiang-Jiang Liu, Lingfeng Yang, Zhenhua Feng, Wankou Yang, Jingdong Wang",448-465,10.1109/tpami.2025.3607387,https://doi.org/10.1109/tpami.2025.3607387
151,Method,48(1),2026-1,Transfer Learning of Stochastic Kriging for Individualized Prediction,"Jinwei Yao, Jianguo Wu, Yongxiang Li, Chao Wang",527-541,10.1109/tpami.2025.3607773,https://doi.org/10.1109/tpami.2025.3607773
152,Method,48(1),2026-1,Sentence-Level Relation Semantics Learning via Contrastive Sentences,"Bowen Xing, Ivor W. Tsang",299-311,10.1109/tpami.2025.3607794,https://doi.org/10.1109/tpami.2025.3607794
153,Method,48(1),2026-1,Toward Effective Knowledge Distillation: Navigating Beyond Small-Data Pitfall,"Zhiwei Hao, Jianyuan Guo, Kai Han, Han Hu, Chang Xu, Yunhe Wang",542-556,10.1109/tpami.2025.3607982,https://doi.org/10.1109/tpami.2025.3607982
154,Method,48(1),2026-1,Segmenting the Motion Components of a Video: A Long-Term Unsupervised Model,"Etienne Meunier, Patrick Bouthemy",500-511,10.1109/tpami.2025.3608065,https://doi.org/10.1109/tpami.2025.3608065
155,Method,48(1),2026-1,H 2 OT: Hierarchical Hourglass Tokenizer for Efficient Video Pose Transformers,"Wenhao Li, Mengyuan Liu, Hong Liu, Pichao Wang, Shijian Lu, Nicu Sebe",512-526,10.1109/tpami.2025.3608284,https://doi.org/10.1109/tpami.2025.3608284
156,Method,48(1),2026-1,Reinterpreting Hypergraph Kernels: Insights Through Homomorphism Analysis,"Yifan Zhang, Shaoyi Du, Yifan Feng, Shihui Ying, Yue Gao",466-481,10.1109/tpami.2025.3608902,https://doi.org/10.1109/tpami.2025.3608902
157,Method,48(1),2026-1,Mask-DiFuser: A Masked Diffusion Model for Unified Unsupervised Image Fusion,"Linfeng Tang, Chunyu Li, Jiayi Ma",591-608,10.1109/tpami.2025.3609323,https://doi.org/10.1109/tpami.2025.3609323
158,Method,48(1),2026-1,MV2DFusion: Leveraging Modality-Specific Object Semantics for Multi-Modal 3D Detection,"Zitian Wang, Zehao Huang, Yulu Gao, Naiyan Wang, Si Liu",609-623,10.1109/tpami.2025.3609348,https://doi.org/10.1109/tpami.2025.3609348
159,Method,48(1),2026-1,A Unified Perspective for Loss-Oriented Imbalanced Learning via Localization,"Zitai Wang, Qianqian Xu, Zhiyong Yang, Zhikang Xu, Linchao Zhang, Xiaochun Cao, Qingming Huang",639-656,10.1109/tpami.2025.3609440,https://doi.org/10.1109/tpami.2025.3609440
160,Method,48(2),2026-2,Single Voter Spreading for Efficient Correspondence Grouping and 3D Registration,"Siwen Quan, Zhao Zeng, Xiyu Zhang, Jiaqi Yang",1081-1097,10.1109/tpami.2025.3609474,https://doi.org/10.1109/tpami.2025.3609474
161,Method,48(1),2026-1,Bayesian Unsupervised Disentanglement of Anatomy and Geometry for Deep Groupwise Image Registration,"Xinzhe Luo, Xin Wang, Linda Shapiro, Chun Yuan, Jianfeng Feng, Xiahai Zhuang",711-729,10.1109/tpami.2025.3609521,https://doi.org/10.1109/tpami.2025.3609521
162,Method,48(1),2026-1,REST: Holistic Learning for End-to-End Semantic Segmentation of Whole-Scene Remote Sensing Imagery,"Wei Chen, Lorenzo Bruzzone, Bo Dang, Yuan Gao, Youming Deng, Jin-Gang Yu, Liangqi Yuan, Yansheng Li",693-710,10.1109/tpami.2025.3609767,https://doi.org/10.1109/tpami.2025.3609767
163,Method,48(1),2026-1,Parse Trees Guided LLM Prompt Compression,"Wenhao Mao, Chengbin Hou, Tianyu Zhang, Xinyu Lin, Ke Tang, Hairong Lv",421-435,10.1109/tpami.2025.3609956,https://doi.org/10.1109/tpami.2025.3609956
164,Method,48(1),2026-1,Object Detection Data Synthesis via Box-to-Image Generation Based on Diffusion Models,"Jingyuan Zhu, Huimin Ma, Jiansheng Chen, Jian Yuan",557-571,10.1109/tpami.2025.3609962,https://doi.org/10.1109/tpami.2025.3609962
165,Method,48(2),2026-2,Adaptive Batch Size Time Evolving Stochastic Gradient Descent for Federated Learning,"Xuming An, Li Shen, Yong Luo, Han Hu, Dacheng Tao",1158-1170,10.1109/tpami.2025.3610169,https://doi.org/10.1109/tpami.2025.3610169
166,Method,48(1),2026-1,Task-Distributionally Robust Data-Free Meta-Learning,"Zixuan Hu, Yongxian Wei, Li Shen, Zhenyi Wang, Baoyuan Wu, Chun Yuan, Dacheng Tao",436-447,10.1109/tpami.2025.3609625,https://doi.org/10.1109/tpami.2025.3609625
167,Method,48(2),2026-2,Towards Size-invariant Salient Object Detection: A Generic Evaluation and Optimization Approach,"Shilong Bao, Qianqian Xu, Feiran Li, Boyu Han, Zhiyong Yang, Xiaochun Cao, Qingming Huang",1115-1132,10.1109/tpami.2025.3609882,https://doi.org/10.1109/tpami.2025.3609882
168,Method,48(1),2026-1,3D Hand Pose Estimation via Articulated Anchor-to-Joint 3D Local Regressors,"Changlong Jiang, Yang Xiao, Jinghong Zheng, Haohong Kuang, Cunlin Wu, Mingyang Zhang, Zhiguo Cao, Min Du, Joey Tianyi Zhou, Junsong Yuan",982-998,10.1109/tpami.2025.3609907,https://doi.org/10.1109/tpami.2025.3609907
169,Method,48(2),2026-2,Step-Wise Distribution-Aligned Style Prompt Tuning for Source-Free Cross-Domain Few-Shot Learning,"Huali Xu, Li Liu, Tianpeng Liu, Shuaifeng Zhi, Shuzhou Sun, Ming-Ming Cheng",1098-1114,10.1109/tpami.2025.3610039,https://doi.org/10.1109/tpami.2025.3610039
