No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
772,Method,Explicit Correspondence Matching for Generalizable Neural Radiance Fields,"Yuedong Chen, Haofei Xu, Qianyi Wu, Chuanxia Zheng, Tat-Jen Cham, Jianfei Cai",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598711,https://doi.org/10.1109/tpami.2025.3598711
773,Method,VisionUnite: A Vision-Language Foundation Model for Ophthalmology Enhanced With Clinical Knowledge,"Zihan Li, Diping Song, Zefeng Yang, Deming Wang, Fei Li, Xiulan Zhang, Paul E. Kinahan, Yu Qiao",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598734,https://doi.org/10.1109/tpami.2025.3598734
774,Method,Predicting Important Photons for Energy-Efficient Single-Photon Videography,"Shantanu Gupta, Varun Sundar, Lucas J. Koerner, Claudio Bruschini, Edoardo Charbon, Mohit Gupta",,,2025,Early Access,10.1109/tpami.2025.3598767,https://doi.org/10.1109/tpami.2025.3598767
775,Method,DreamCraft3D++: Efficient Hierarchical 3D Generation with Multi-Plane Reconstruction Model,"Jingxiang Sun, Cheng Peng, Ruizhi Shao, Yuan-Chen Guo, Xiaochen Zhao, Yangguang Li, YanPei Cao, Bo Zhang, Yebin Liu",,,2025,Early Access,10.1109/tpami.2025.3598772,https://doi.org/10.1109/tpami.2025.3598772
776,Method,TherNet: Thermal Segmentation Network Harnessing Physical Properties,"Junzhang Chen, Shihao Shu, Cai Meng, Xiangzhi Bai",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598949,https://doi.org/10.1109/tpami.2025.3598949
777,Method,Hardware-aware Coding Function Design for Compressive Single-photon 3D Cameras,"David Parra, Felipe Gutierrez-Barragan, Trevor Seets, Andreas Velten",,,2025,Early Access,10.1109/tpami.2025.3599073,https://doi.org/10.1109/tpami.2025.3599073
778,Method,Structured light with a million light planes per second,"Dhawal Sirikonda, Praneeth Chakravarthula, Ioannis Gkioulekas, Adithya Pediredla",,,2025,Early Access,10.1109/tpami.2025.3599143,https://doi.org/10.1109/tpami.2025.3599143
779,Method,Self-Supervised Graph Embedding Clustering,"Fangfang Li, Quanxue Gao, Xiaoke Ma, Ming Yang, Cheng Deng",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599185,https://doi.org/10.1109/tpami.2025.3599185
780,Method,Surfel-Based Gaussian Inverse Rendering for Fast and Relightable Dynamic Human Reconstruction From Monocular Videos,"Yiqun Zhao, Chenming Wu, Binbin Huang, Yihao Zhi, Chen Zhao, Jingdong Wang, Shenghua Gao",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599415,https://doi.org/10.1109/tpami.2025.3599415
781,Method,LR <i>Quant+</i> : A Unified and Learnable Framework to Post-Training Quantization for Transformer-Based Large Foundation Models,"Jiaqi Zhao, Chao Zeng, Ming Wang, Linxuan Han, Yuzhang Shang, Miao Zhang, Liqiang Nie",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599479,https://doi.org/10.1109/tpami.2025.3599479
782,Method,Remote Sensing Image Generation via Object Text Decoupling,"Wenda Zhao, Zhepu Zhang, Fan Zhao, Haipeng Wang, You He, Huchuan Lu",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599520,https://doi.org/10.1109/tpami.2025.3599520
783,Method,Interpretable Rotation-Equivariant Multiary-Valued Network for Attribute Obfuscation,"Quanshi Zhang, Hao Zhang, Yiting Chen, Qihan Ren, Jie Ren, Xu Cheng, Liyao Xiang",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599592,https://doi.org/10.1109/tpami.2025.3599592
784,Method,Single-Step Latent Diffusion for Underwater Image Restoration,"Jiayi Wu, Tianfu Wang, Md Abu Bakr Siddique, Md Jahidul Islam, Cornelia Fermuller, Yiannis Aloimonos, Christopher A. Metzler",,,2025,Early Access,10.1109/tpami.2025.3599775,https://doi.org/10.1109/tpami.2025.3599775
785,Method,Pruning at Initialization – A Sketching Perspective,"Noga Bar, Raja Giryes",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3598343,https://doi.org/10.1109/tpami.2025.3598343
786,Method,Frequency-Based Comprehensive Prompt Learning for Vision-Language Models,"Liangchen Liu, Nannan Wang, Chen Chen, Decheng Liu, Xi Yang, Xinbo Gao, Tongliang Liu",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599830,https://doi.org/10.1109/tpami.2025.3599830
787,Method,Graph Memory Learning: Imitating Lifelong Remembering and Forgetting of Brain Networks,"Jiaxing Miao, Liang Hu, Qi Zhang, Longbing Cao",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3599898,https://doi.org/10.1109/tpami.2025.3599898
788,Method,Reconstructing Satellites in 3D from Amateur Telescope Images,"Zhiming Chang, Boyang Liu, Yifei Xia, Youming Guo, Boxin Shi, He Sun",,,2025,Early Access,10.1109/tpami.2025.3599949,https://doi.org/10.1109/tpami.2025.3599949
789,Method,Model Rectification With Simultaneous Incremental Feature and Partial Label Set,"Xijia Tang, Chao Xu, Chenping Hou",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3600033,https://doi.org/10.1109/tpami.2025.3600033
790,Method,Tomographic Sparse View Selection Using the View Covariance Loss,"Jingsong Lin, Amirkoushyar Ziabari, Singanallur V. Venkatakrishnan, Obaidullah Rahman, Gregery T. Buzzard, Charles A. Bouman",,,2025,Early Access,10.1109/tpami.2025.3600072,https://doi.org/10.1109/tpami.2025.3600072
791,Method,Rotation Equivariant Arbitrary-Scale Image Super-Resolution,"Qi Xie, Jiahong Fu, Zongben Xu, Deyu Meng",47.0,12.0,2025-12,Issue,10.1109/tpami.2025.3600126,https://doi.org/10.1109/tpami.2025.3600126
